"TSectors","Intensity"
"Agricultural",0
"Buddhist",11.6
"Business",20.2
"Criminals",0
"Dissident",80.6
"Education",19.5
"Exiles",0
"Finance",0
"General Population",157.7
"Government",98.1
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"International Ethnic",0
"International Religious",0
"Local",11.6
"Media",24.6
"Medical",10.2
"Municipal",0
"Muslim",0
"National Ethnic",0
"National Religious",0
"Nongovernmental Organization (International)",23.6
"Nongovernmental Organizations",0
"Police",0
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",0
"Social",215.2
"State Media",0
"Unidentified Forces",0
"Uyghur",0
