"TSectors","Intensity"
"Agricultural",0
"Business",1
"Christian",0
"Criminals",0
"Dissident",109
"Education",4
"Elections Ministry",0
"Exiles",0
"General Population",43.2
"Human Rights IGOs",13
"Human Rights NGOs",0
"Ideological",18
"Insurgents",0
"International Dissident",70.8
"International Insurgents",0
"International Religious",9
"Labor",9
"Legal",4
"Marines",0
"Media",0
"Military",0
"Municipal",0
"National Religious",24
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",16.6
"Protestors",0
"Radicals",0
"Rebel",14
"Separatists",0
"Social",75.5
"State Owned Enterprises",0
"State-Owned Transportation",0
"Sunni",0
"Unidentified Forces",4
