"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",0
"Communist",18.6
"Criminals",43.6
"Dissident",0
"Education",0
"Environment Ministry",0
"General Population",79.1
"Government",0
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Labor",58.6
"Legislative",6.7
"Media",45.6
"Medical",0
"Military",18.6
"Municipal",0
"Nationalist",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",17.6
"Police",168.1
"Protestors",50.6
"Provincial",0
"Radicals",0
"Rebel",0
"Refugees",0
"Regional Diplomatic IGOs",0
"Social",34.6
"Transportation Business",0
"Unidentified Forces",0
"Women",0
