"TSectors","Intensity"
"Army",0
"Business",0
"Center Left",0
"Christian",0
"Criminals",188.3
"Dissident",0
"Education",29
"Elections Ministry",0
"Entertainment",0
"Far Right",58.7
"Food Ministry",0
"General Population",514
"Government",0
"Government Major Party (In Government)",39.3
"Human Rights NGOs",39.3
"Insurgents",50.3
"International Religious",0
"Labor",0
"Lower House",0
"Medical",41.3
"Military",69.7
"Military Intelligence",27.3
"Muslim",0
"National Religious",0
"Parties",169.8
"Police",212.7
"Protestors",93.3
"Radicals",0
"Rebel",0
"Separatists",0
"Social",174.8
"State Owned Enterprises",36.3
"State-Owned Heavy Industrial",0
"Unidentified Forces",51.8
