"TSectors","Intensity"
"Agricultural",0
"Air Force",0
"Army",0
"Army Headquarters",0
"Business",0
"Catholic",0
"Communist",0
"Criminals",57.2
"Dissident",73.2
"Education",37.2
"Elite",0
"Ethnic NGOs",0
"General Population",0
"Government",0
"Government Major Party (In Government)",0
"Human Rights NGOs",48.2
"Intelligence Ministry",0
"Justice",0
"Legal",46.2
"Media",0
"Medical",0
"Military",50.2
"National",0
"National Religious",0
"Navy",0
"Nongovernmental Organization (International)",0
"Organized Violent",0
"Police",67.7
"Protestors",46.2
"Radicals",0
"Rebel",0
"Social",348.5
"South American Indigenous",0
"Unidentified Forces",52.2
