"TSectors","Intensity"
"Agricultural",82.4
"Banned Parties",0
"Business",81.4
"Criminals",155.4
"Defense",0
"Dissident",218.4
"Education",82.4
"Elite",0
"Executive",0
"General Population",0
"Government",620.3
"Intelligence Ministry",0
"Interior",0
"International Religious",151.4
"Judicial",64.9
"Kurd (Ethnic Group)",141.9
"Labor",57.1
"Legal",75.7
"Legislative",47.1
"Local",63.5
"Media",0
"Medical",0
"Military",0
"Muslim",0
"National Religious",165.6
"Nongovernmental Organizations",0
"Parties",66
"Police",0
"Protestors",75.6
"Provincial",0
"Radicals",95.4
"Rebel",0
"Social",1083.5
"Sunni",947.9
"Unidentified Forces",860
