"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",10
"Centrist",18
"Criminals",0
"Dissident",64.5
"Education",0
"Elite",13.2
"Executive Office",0
"Exiles",0
"General Population",0
"Government",2
"Human Rights NGOs",0
"Intelligence Ministry",0
"International Religious",0
"Local",0
"Media",0
"Military",0
"Muslim",0
"National Religious",0
"Police",0
"Protestors",0
"Provincial",18.5
"Radicals",0
"Rebel",25.5
"Separatists",10
"Social",96.4
"Tuareg",0
"Unidentified Forces",46
