"TSectors","Intensity"
"(National) Minor Party",0
"Army",8.8
"Catholic",0
"Criminals",0
"Dissident",42.8
"Education",0
"Executive Office",0
"General Population",156.8
"Government",99.4
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Ethnic",67.8
"International Religious",0
"Kurd (Ethnic Group)",0
"Labor",31.2
"Legal",9.1
"Local",17.2
"Media",0
"Military",12.8
"Municipal",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Parties",25.8
"Police",0
"Protestors",34.8
"Radicals",0
"Rebel",27.8
"Refugees",0
"Separatists",47.2
"Social",0
"Unidentified Forces",0
