"TSectors","Intensity"
"(National) Major Party",14.4
"Agricultural",0
"Business",23.4
"Center Right",0
"Communist",0
"Criminals",0
"Dissident",0
"Education",14.4
"Elite",0
"Executive",0
"Executive Office",0
"General Population",0
"Government",14.4
"Government Major Party (In Government)",0
"Ideological",0
"Judicial",0
"Labor",24.4
"Legal",0
"Local",0
"Medical",0
"Military",16.4
"National",0
"National Religious",0
"Navy",0
"Nongovernmental Organizations",0
"Police",0
"Protestors",0
"Rebel",0
"Social",0
"Unidentified Forces",0
"Upper House",0
