"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",5.4
"Criminals",127
"Defense",6.6
"Dissident",5.4
"Education",0
"Far Left",0
"Far Right",0
"General Population",201.5
"Government",119.1
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",115.3
"Insurgents",0
"International Ethnic",7.4
"Labor",0
"Legislative",61.4
"Local",0
"Marines",0
"Media",14.4
"Medical",0
"Military",116.4
"Municipal",7.4
"National Ethnic Minority",0
"National Religious",5.4
"Nongovernmental Organizations",14.4
"Parties",0
"Police",46.4
"Protestors",0
"Provincial",0
"Rebel",88.4
"Social",253
"South American Indigenous",0
"Unidentified Forces",0
