"TSectors","Intensity"
"(National) Major Party",13.1
"Agricultural",19.9
"Arab",0
"Beja",0
"Business",38.9
"Criminals",50.4
"Dissident",28.4
"Education",25.9
"General Population",161.2
"Government",0
"Government Major Party (In Government)",0
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"Intelligence Ministry",0
"International Ethnic",8.4
"International Religious",10.9
"Labor",7.5
"Local",13.9
"Media",20.4
"Military",33.7
"National Ethnic",0
"National Ethnic Minority",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",26.4
"Print News",0
"Protestors",16.9
"Provincial",0
"Rebel",73.9
"Refugees",0
"Social",138.5
"Unidentified Forces",4.9
"Women",0
