"TSectors","Intensity"
"(National) Minor Party",0
"Air Force",0
"Army",136.9
"Business",136.9
"Center Right",97.9
"Centrist",125.9
"Criminals",0
"Dissident",198.9
"Education",0
"Executive",0
"General Population",460.8
"Government",301.9
"Human Rights IGOs",117.9
"Human Rights NGOs",0
"Insurgents",0
"International Ethnic",0
"International Religious",135.9
"Labor",0
"Local",266.5
"Media",0
"Medical",0
"Military",142.5
"Muslim",0
"National Religious",104.9
"News",0
"Nongovernmental Organization (International)",103.9
"Nongovernmental Organizations",112.9
"Parties",229.6
"Police",0
"Protestors",0
"Provincial",898
"Radicals",0
"Rebel",127.9
"Social",526.9
"Unidentified Forces",234.5
