"TSectors","Intensity"
"Agricultural",0
"Army",0
"Banned Parties",0
"Center Left",0
"Criminals",118.9
"Dissident",103.9
"Education",58.9
"Exiles",0
"Far Left",0
"Fundamentalist",63.9
"General Population",0
"Government",0
"Human Rights IGOs",68.9
"Human Rights NGOs",0
"Information",0
"International Ethnic",0
"Kurd (Ethnic Group)",0
"Labor",0
"Labor NGOs",0
"Legal",0
"Media",53.5
"Military",91.4
"Military Intelligence",58.9
"National",58.9
"Nongovernmental Organization (International)",67.9
"Nongovernmental Organizations",0
"Police",69.5
"Protestors",0
"Radicals",0
"Radio News",0
"Rebel",0
"Social",100.4
"State-Owned Science",0
"Sunni",0
"Unidentified Forces",78.9
