"TSectors","Intensity"
"(National) Minor Party",17.4
"Agricultural",0
"Business",0
"Criminals",0
"Defense",0
"Dissident",78.4
"Education",0
"Far Left",53.1
"Far Right",22.6
"General Population",525.6
"Government",181.7
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",166.6
"Insurgents",0
"International Ethnic",0
"Labor",7.4
"Legislative",5.4
"Local",0
"Marines",0
"Media",0
"Medical",0
"Military",25.6
"Municipal",0
"National Ethnic Minority",0
"National Religious",8.4
"Nongovernmental Organizations",7.4
"Parties",24.4
"Police",0
"Protestors",8.4
"Provincial",0
"Rebel",58.4
"Social",22.4
"South American Indigenous",0
"Unidentified Forces",5.4
