"TSectors","Intensity"
"Agriculture",0
"Business",0
"Catholic",0
"Criminals",25
"Dissident",41
"Education",0
"Exiles",0
"Food Ministry",0
"General Population",1321.7
"Government",112.4
"Heavy Industrial",0
"Human Rights IGOs",0
"Human Rights Ministry",0
"Human Rights NGOs",28
"Industrial",0
"Intelligence Ministry",0
"Jewish",0
"Labor",0
"Labor Ministry",0
"Media",0
"Medical",10
"Military",10.6
"Military Intelligence",0
"Muslim",0
"National Religious",0.5
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",9
"Police",153.7
"Protestors",6.6
"Provincial Party",0
"Radicals",0
"Rebel",0
"Refugees",14.2
"Social",27.8
"Unidentified Forces",7
