"TSectors","Intensity"
"Agricultural",0
"Buddhist",0
"Business",0
"Criminals",88
"Dissident",115
"Education",27
"Exiles",0
"Finance",0
"General Population",38
"Government",9.1
"Human Rights IGOs",61.1
"Human Rights NGOs",122.2
"Ideological",25
"International Ethnic",0
"International Religious",31
"Local",20
"Media",0
"Medical",20
"Municipal",0
"Muslim",0
"National Ethnic",0
"National Religious",20
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",21
"Police",0
"Protestors",25
"Provincial",102
"Radicals",0
"Rebel",0
"Separatists",23
"Social",561.1
"State Media",0
"Unidentified Forces",31
"Uyghur",23
