"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",39.1
"Business",0
"Criminals",0
"Dissident",357
"Education",17.1
"General Population",0
"Government",412.1
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"Insurgents",0
"International Religious",0
"Kashmiri",0
"Labor",0
"Legislative",56.8
"Media",2.1
"Medical",5.1
"Military",32.2
"Muslim",0
"National Religious",30.1
"Nongovernmental Organization (International)",29.6
"Nongovernmental Organizations",73.1
"Opposition Major Party (Out Of Government)",0
"Parties",75.7
"Police",135.2
"Protestors",0
"Radicals",17.1
"Rebel",50.1
"Separatists",0
"Sikh",0
"Social",4252.1
"Unidentified Forces",56.1
