"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",0
"Business",0
"Center Right",0
"Communist",0
"Criminals",0
"Dissident",0
"Education",0
"Elite",0
"Executive",1.6
"Executive Office",0
"General Population",0
"Government",7.4
"Government Major Party (In Government)",0
"Ideological",17.4
"Judicial",0
"Labor",0
"Legal",0
"Local",0
"Medical",0
"Military",7.4
"National",0
"National Religious",0
"Navy",0
"Nongovernmental Organizations",0
"Police",0
"Protestors",0
"Rebel",0
"Social",7.4
"Unidentified Forces",0
"Upper House",9.4
