"TSectors","Intensity"
"Agricultural",0
"Air Force",0
"Army",10.4
"Army Headquarters",10
"Business",22.7
"Catholic",0
"Communist",0
"Criminals",15
"Dissident",13
"Education",0
"Elite",6
"Ethnic NGOs",0
"General Population",338.5
"Government",39.4
"Government Major Party (In Government)",0
"Human Rights NGOs",0
"Intelligence Ministry",0
"Justice",0
"Legal",9
"Media",6
"Medical",6
"Military",11
"National",0
"National Religious",0
"Navy",0
"Nongovernmental Organization (International)",0
"Organized Violent",0
"Police",4
"Protestors",6
"Radicals",0
"Rebel",0
"Social",30.6
"South American Indigenous",0
"Unidentified Forces",0
