"TSectors","Intensity"
"Agricultural",0
"Business",0
"Christian",0
"Criminals",89.2
"Dissident",0
"Education",48.2
"Elections Ministry",0
"Exiles",0
"General Population",272.5
"Human Rights IGOs",59.7
"Human Rights NGOs",0
"Ideological",0
"Insurgents",0
"International Dissident",56.2
"International Insurgents",0
"International Religious",0
"Labor",0
"Legal",46.2
"Marines",0
"Media",0
"Military",32
"Municipal",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",0
"Protestors",0
"Radicals",0
"Rebel",0
"Separatists",1.90000000000001
"Social",92.7
"State Owned Enterprises",0
"State-Owned Transportation",0
"Sunni",0
"Unidentified Forces",65.2
