"TSectors","Intensity"
"Agricultural",0
"Banned Parties",0
"Business",65
"Criminals",109
"Defense",0
"Dissident",26
"Education",28
"Elite",28
"Executive",33.1
"General Population",1899.8
"Government",229
"Intelligence Ministry",0
"Interior",0
"International Religious",6
"Judicial",0
"Kurd (Ethnic Group)",17
"Labor",33
"Legal",0
"Legislative",18.1
"Local",37.4
"Media",28.2
"Medical",0
"Military",131.2
"Muslim",37.2
"National Religious",192
"Nongovernmental Organizations",0
"Parties",26.2
"Police",304
"Protestors",0
"Provincial",0
"Radicals",34
"Rebel",149
"Social",15.4
"Sunni",27
"Unidentified Forces",374
