"TSectors","Intensity"
"(National) Minor Party",12
"Agricultural",0
"Business",11
"Criminals",0
"Defense",0
"Dissident",21
"Education",0
"Far Left",44
"Far Right",0
"General Population",0
"Government",56.6
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",21
"Insurgents",0
"International Ethnic",0
"Labor",16
"Legislative",21.6
"Local",0
"Marines",0
"Media",3
"Medical",18
"Military",69
"Municipal",0
"National Ethnic Minority",0
"National Religious",0
"Nongovernmental Organizations",0
"Parties",29
"Police",61.2
"Protestors",0
"Provincial",0
"Rebel",58
"Social",62.8
"South American Indigenous",0
"Unidentified Forces",0
