"TSectors","Intensity"
"(National) Major Party",2
"Agricultural",0
"Buddhist",0
"Business",9
"Criminals",0
"Dissident",82.2
"Education",0
"Elite",12
"Exiles",0
"General Population",214.5
"Government",85.2
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",20
"Insurgents",0
"International Religious",0
"Judicial",0
"Labor",0
"Legislative",0
"Media",0
"Medical",0
"Military",0
"Municipal",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",29
"Nongovernmental Organizations",0
"Opposition Major Party (Out Of Government)",0
"Parties",8.2
"Police",0
"Protestors",6
"Radicals",0
"Rebel",0
"Social",247.1
"Unidentified Forces",6
