"TSectors","Intensity"
"Agricultural",29.7
"Buddhist",0
"Business",0
"Criminals",135.1
"Dissident",100.7
"Education",89.4
"Exiles",0
"Finance",0
"General Population",93.5
"Government",36.3
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",31.7
"International Ethnic",0
"International Religious",33.7
"Local",29.7
"Media",28.9
"Medical",0
"Municipal",0
"Muslim",0
"National Ethnic",0
"National Religious",34.7
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",98.7
"Protestors",72.8
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",33.7
"Social",207.8
"State Media",0
"Unidentified Forces",29.7
"Uyghur",0
