"TSectors","Intensity"
"(National) Minor Party",15
"Army",0
"Catholic",0
"Criminals",135
"Dissident",274.1
"Education",12
"Executive Office",0
"General Population",172.7
"Government",440.8
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Ethnic",134.9
"International Religious",0
"Kurd (Ethnic Group)",79
"Labor",0
"Legal",0
"Local",56
"Media",8
"Military",0
"Municipal",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",5.6
"Nongovernmental Organizations",0
"Parties",18.1
"Police",9
"Protestors",0
"Radicals",0
"Rebel",0
"Refugees",0
"Separatists",0
"Social",75.5
"Unidentified Forces",33
