"TSectors","Intensity"
"(National) Minor Party",0
"Agriculture",0
"Army",0
"Centrist",0
"Criminals",0
"Dissident",0
"General Population",61.6
"Health Ministry",3
"Human Rights IGOs",0
"Human Rights NGOs",22
"Labor",0
"Local",0
"Media",0
"Military",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",0
"Protestors",14.8
"Provincial",0
"Radicals",0
"Rebel",0
"Social",6.4
"State-Owned Transportation",0
"Unidentified Forces",0
