"TSectors","Intensity"
"(National) Minor Party",0
"Agriculture",0
"Army",0
"Centrist",0
"Criminals",13
"Dissident",115.1
"General Population",37.6
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Labor",8
"Local",0
"Media",0
"Military",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",61
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Social",68
"State-Owned Transportation",0
"Unidentified Forces",8
