"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",0
"Centrist",0
"Criminals",0
"Dissident",19.4
"Education",0
"Elite",0
"Executive Office",27.7
"Exiles",0
"General Population",86.8
"Government",111.3
"Human Rights NGOs",2
"Intelligence Ministry",0
"International Religious",0
"Local",10.5
"Media",0
"Military",7
"Muslim",0
"National Religious",0
"Police",14
"Protestors",76
"Provincial",13
"Radicals",0
"Rebel",0
"Separatists",0
"Social",134
"Tuareg",0
"Unidentified Forces",6
