"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",0
"Center Right",0
"Communist",0
"Criminals",0
"Dissident",0
"Education",0
"Elite",0
"Energy Ministry",0
"Entertainment",0
"Ethnic NGOs",0
"Exiles",0
"General Population",31.6
"Government",53.5
"Human Rights IGOs",0
"Ideological",25
"Insurgents",13
"Judicial",3.4
"Labor",0
"Legal",0
"Local",0
"Media",0
"Medical",0
"Military",3
"Municipal",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",3
"Protestors",0
"Provincial",0
"Rebel",0
"Social",10.6
"Transportation Business",0
"Unidentified Forces",13
