"TSectors","Intensity"
"(National) Major Party",0
"Banned Parties",0
"Christian",0
"Criminals",0
"Dissident",20
"Education",0
"Elections Ministry",0
"General Population",75
"Government",0
"Human Rights IGOs",30
"Human Rights NGOs",0
"Ideological",0
"International Ethnic",0
"International Religious",0
"Legal",0
"Legislative",11
"Media",0
"Military",78.5
"Municipal",0
"National Religious",13
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Oromo",0
"Parties",8.1
"Police",0
"Protestors",0
"Radicals",0
"Rebel",7.5
"Refugees",0
"Separatists",0
"Social",11
"State Media",0
"Unidentified Forces",11
