"TSectors","Intensity"
"(National) Minor Party",0
"Agriculture",0
"Army",0
"Centrist",0
"Criminals",0
"Dissident",2
"General Population",4
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Labor",6
"Local",0
"Media",0
"Military",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",16.2
"Nongovernmental Organizations",0
"Police",0
"Protestors",11.6
"Provincial",0
"Radicals",0
"Rebel",0
"Social",29
"State-Owned Transportation",0
"Unidentified Forces",0
