"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",0
"Communist",0
"Criminals",33.4
"Dissident",25.4
"Education",0
"Environment Ministry",0
"General Population",32.4
"Government",38.7
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Labor",0
"Legislative",9.9
"Media",0
"Medical",0
"Military",0
"Municipal",0
"Nationalist",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",2.4
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",10.4
"Refugees",0
"Regional Diplomatic IGOs",0
"Social",92.5
"Transportation Business",0
"Unidentified Forces",0
"Women",0
