"TSectors","Intensity"
"Agricultural",0
"Business",0
"Catholic",0
"Criminals",0
"Dissident",98.3
"Education",0
"Entertainment",0
"Environment Ministry",0
"General Population",66.3
"Government",0
"Human Rights NGOs",0
"International Religious",0
"Justice",0
"Labor",0
"Legal",0
"Legislative",0
"Local",0
"Media",47.3
"Medical",0
"Military",49.3
"Municipal",0
"Muslim",0
"National Religious",0
"Nilotic",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",47.3
"Police",0
"Protestors",0
"Provincial",0
"Rebel",0
"Refugees",0
"Social",119.4
"Television Entertainment",0
"Unidentified Forces",44.9
"Upper House",0
