"TSectors","Intensity"
"(National) Major Party",0
"Army",0
"Business",0
"Criminals",156.4
"Dissident",438.3
"Education",0
"Executive",0
"Fundamentalist",382.7
"General Population",0
"Government",248.4
"Ideological",0
"Insurgents",0
"Intelligence Ministry",0
"International Religious",138.4
"Judicial",0
"Labor",155.4
"Legal",0
"Legislative",37.5
"Local",128.4
"Media",129.4
"Medical",136.4
"Military",486.7
"Municipal",0
"National Religious",0
"Nongovernmental Organizations",0
"Parties",126.5
"Police",246.4
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Social",956.4
"Sunni",0
"Unidentified Forces",228.5
