"TSectors","Intensity"
"(National) Major Party",0
"Army",31.6
"Business",43
"Criminals",54
"Dissident",276.6
"Education",35.6
"Executive",0
"Fundamentalist",0
"General Population",0
"Government",427.5
"Ideological",0
"Insurgents",0
"Intelligence Ministry",58.6
"International Religious",227.7
"Judicial",49.5
"Labor",60
"Legal",0
"Legislative",33.6
"Local",35
"Media",38
"Medical",0
"Military",0
"Municipal",0
"National Religious",0
"Nongovernmental Organizations",0
"Parties",0
"Police",0
"Protestors",0
"Provincial",43.5
"Radicals",0
"Rebel",39
"Social",570.6
"Sunni",0
"Unidentified Forces",131
