"TSectors","Intensity"
"(National) Major Party",1.6
"Army",37.6
"Business",0
"Criminals",0
"Dissident",503.5
"Education",12
"Executive",11.6
"Fundamentalist",0
"General Population",0
"Government",301
"Ideological",32.6
"Insurgents",105.6
"Intelligence Ministry",0
"International Religious",0
"Judicial",0
"Labor",0
"Legal",0
"Legislative",0
"Local",0
"Media",0
"Medical",0
"Military",0
"Municipal",0
"National Religious",0
"Nongovernmental Organizations",1.2
"Parties",26.6
"Police",239.1
"Protestors",0
"Provincial",31.7
"Radicals",0
"Rebel",0
"Social",874.2
"Sunni",0
"Unidentified Forces",69.6
