"TSectors","Intensity"
"Agricultural",0
"Air Force",13
"Army",0
"Army Headquarters",0
"Business",4
"Catholic",0
"Communist",0
"Criminals",58.5
"Dissident",35
"Education",0
"Elite",8
"Ethnic NGOs",8
"General Population",109.8
"Government",50.8
"Government Major Party (In Government)",0
"Human Rights NGOs",0
"Intelligence Ministry",0
"Justice",0
"Legal",0
"Media",10
"Medical",9
"Military",6
"National",8
"National Religious",0
"Navy",0
"Nongovernmental Organization (International)",11
"Organized Violent",0
"Police",107.1
"Protestors",28
"Radicals",0
"Rebel",0
"Social",278.7
"South American Indigenous",0
"Unidentified Forces",0
