"TSectors","Intensity"
"Army",0
"Business",161.6
"Center Left",106
"Christian",0
"Criminals",0
"Dissident",356.4
"Education",123.8
"Elections Ministry",0
"Entertainment",0
"Far Right",0
"Food Ministry",0
"General Population",706
"Government",0
"Government Major Party (In Government)",0
"Human Rights NGOs",0
"Insurgents",229
"International Religious",128
"Labor",121.9
"Lower House",0
"Medical",130
"Military",177.6
"Military Intelligence",0
"Muslim",0
"National Religious",0
"Parties",156
"Police",331.9
"Protestors",0
"Radicals",0
"Rebel",0
"Separatists",0
"Social",491.4
"State Owned Enterprises",161
"State-Owned Heavy Industrial",124
"Unidentified Forces",164
