"TSectors","Intensity"
"Business",0
"Center Left",0
"Criminals",5.4
"Dissident",135.4
"Exiles",0
"General Population",92.4
"Government",5
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Judicial",5.4
"Labor",0
"Legal",0
"Media",0
"Medical",0
"Military",57.4
"National",0
"National Ethnic",0
"National Ethnic Minority",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Online News",0
"Organized Violent",0
"Parties",5.4
"Police",0
"Protestors",0.4
"Provincial",0
"Provincial Party",0
"Radio News",0
"Rebel",39.4
"Social",0
"Unidentified Forces",168.3
"Upper House",0
