"TSectors","Intensity"
"Agricultural",0
"Business",0
"Catholic",0
"Criminals",74.4
"Dissident",8.4
"Education",32.4
"Entertainment",0
"Environment Ministry",0
"General Population",46.7
"Government",132.5
"Human Rights NGOs",0
"International Religious",0
"Justice",14.4
"Labor",8.8
"Legal",6
"Legislative",0
"Local",0
"Media",12.9
"Medical",0
"Military",6.4
"Municipal",0
"Muslim",0
"National Religious",0
"Nilotic",6
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",13.4
"Police",19
"Protestors",0
"Provincial",0
"Rebel",0
"Refugees",0
"Social",206.9
"Television Entertainment",0
"Unidentified Forces",14.4
"Upper House",0
