"TSectors","Intensity"
"(National) Major Party",60.1
"Agricultural",6.7
"Buddhist",0
"Business",0
"Criminals",65.3
"Dissident",83.1
"Education",0
"Elite",2.1
"Exiles",0
"General Population",0
"Government",58.1
"Government Major Party (In Government)",0
"Human Rights IGOs",126.1
"Human Rights NGOs",0
"Insurgents",0
"International Religious",0
"Judicial",7.1
"Labor",7.1
"Legislative",21
"Media",12.1
"Medical",0
"Military",16.6
"Municipal",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",68.1
"Opposition Major Party (Out Of Government)",47
"Parties",0
"Police",163.7
"Protestors",41.8
"Radicals",0
"Rebel",7.5
"Social",601.3
"Unidentified Forces",0
