"TSectors","Intensity"
"(National) Minor Party",0
"Agriculture",0
"Army",0
"Centrist",0
"Criminals",26
"Dissident",21
"General Population",48.5
"Health Ministry",0
"Human Rights IGOs",41
"Human Rights NGOs",0
"Labor",31
"Local",0
"Media",0
"Military",30.2
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",28.5
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Social",69.2
"State-Owned Transportation",0
"Unidentified Forces",0
