"TSectors","Intensity"
"Business",0
"Cabinet",0
"Criminals",0
"Dissident",41.4
"Education",0
"Elite",16.4
"Executive",46.4
"Executive Office",9.4
"Exiles",0
"Foreign Ministry",35.9
"General Population",62.4
"Government",117.9
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Interior",0
"International Religious",0
"Judicial",53.4
"Labor",0
"Legal",0
"Legislative",7.4
"Media",0.4
"Medical",0
"Military",0
"Muslim",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Parties",9.4
"Police",52.4
"Protestors",0
"Rebel",0
"Refugees",0
"Social",78.4
"Unidentified Forces",45.2
