"TSectors","Intensity"
"Business",0
"Center Left",0
"Criminals",6.4
"Dissident",30.4
"Exiles",0
"General Population",40.4
"Government",30
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Judicial",0
"Labor",0
"Legal",0
"Media",1.4
"Medical",0
"Military",0
"National",0
"National Ethnic",0
"National Ethnic Minority",0
"National Religious",0
"Nongovernmental Organization (International)",3.4
"Nongovernmental Organizations",0
"Online News",0
"Organized Violent",0
"Parties",0
"Police",35.4
"Protestors",36.4
"Provincial",0
"Provincial Party",0
"Radio News",0
"Rebel",0
"Social",50.9
"Unidentified Forces",14.4
"Upper House",0
