"TSectors","Intensity"
"Agricultural",33.6
"Business",0
"Christian",0
"Criminals",112.8
"Dissident",0
"Education",28.6
"Elections Ministry",10.6
"Exiles",0
"General Population",0
"Human Rights IGOs",27.6
"Human Rights NGOs",0
"Ideological",0
"Insurgents",0
"International Dissident",0
"International Insurgents",15.8
"International Religious",23.6
"Labor",16.2
"Legal",18.6
"Marines",0
"Media",0
"Military",0
"Municipal",0
"National Religious",18.6
"Nongovernmental Organization (International)",28
"Nongovernmental Organizations",0
"Police",0
"Protestors",2.2
"Radicals",23.6
"Rebel",0
"Separatists",0
"Social",344.1
"State Owned Enterprises",0
"State-Owned Transportation",0
"Sunni",25.6
"Unidentified Forces",23.6
