"TSectors","Intensity"
"Agricultural",0
"Business",21.8
"Catholic",0
"Criminals",85.8
"Dissident",101.8
"Education",15.5
"Entertainment",0
"Environment Ministry",0
"General Population",0
"Government",306.5
"Human Rights NGOs",0
"International Religious",0
"Justice",40.8
"Labor",22.8
"Legal",0
"Legislative",0
"Local",0
"Media",14.6
"Medical",14.4
"Military",0
"Municipal",0
"Muslim",0
"National Religious",0
"Nilotic",0
"Nongovernmental Organization (International)",21.8
"Nongovernmental Organizations",16.2
"Police",203.8
"Protestors",0
"Provincial",9.8
"Rebel",0
"Refugees",0
"Social",260.6
"Television Entertainment",0
"Unidentified Forces",0
"Upper House",26.3
