"TSectors","Intensity"
"Agricultural",0
"Buddhist",0
"Business",0
"Criminals",0
"Dissident",335.1
"Education",69.5
"Exiles",0
"Finance",66.1
"General Population",0
"Government",0
"Human Rights IGOs",0
"Human Rights NGOs",41.1
"Ideological",31.1
"International Ethnic",0
"International Religious",33.1
"Local",62.1
"Media",0
"Medical",0
"Municipal",0
"Muslim",30.1
"National Ethnic",51.1
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",146.6
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",0
"Social",1113.8
"State Media",0
"Unidentified Forces",53.1
"Uyghur",0
