"TSectors","Intensity"
"(National) Minor Party",12.8
"Air Force",0
"Army",20
"Business",0
"Center Right",0
"Centrist",0
"Criminals",0
"Dissident",93.3
"Education",0
"Executive",0
"General Population",0
"Government",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Ethnic",0
"International Religious",0
"Labor",0
"Local",0
"Media",0
"Medical",0
"Military",420.4
"Muslim",0
"National Religious",0
"News",0
"Nongovernmental Organization (International)",6.3
"Nongovernmental Organizations",15.3
"Parties",15.3
"Police",52.3
"Protestors",6.3
"Provincial",0.7
"Radicals",0
"Rebel",0
"Social",445.8
"Unidentified Forces",70.3
