"TSectors","Intensity"
"(National) Minor Party",0
"Agriculture",0
"Army",0
"Centrist",3.4
"Criminals",12.6
"Dissident",60.9
"General Population",7.7
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",31.4
"Labor",2.4
"Local",0
"Media",10.4
"Military",3.4
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",16
"Protestors",2.4
"Provincial",0
"Radicals",0
"Rebel",0
"Social",39.7
"State-Owned Transportation",0
"Unidentified Forces",0
