"TSectors","Intensity"
"Agricultural",0
"Business",5.4
"Christian",0
"Criminals",73
"Dissident",227.2
"Education",37.5
"Elections Ministry",0
"Exiles",0
"General Population",661
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"Insurgents",0
"International Dissident",0
"International Insurgents",0
"International Religious",38
"Labor",6
"Legal",3.6
"Marines",0
"Media",4
"Military",0
"Municipal",0
"National Religious",33
"Nongovernmental Organization (International)",11.6
"Nongovernmental Organizations",0
"Police",78.2
"Protestors",0
"Radicals",0
"Rebel",8
"Separatists",0
"Social",126.2
"State Owned Enterprises",0
"State-Owned Transportation",0
"Sunni",0
"Unidentified Forces",41.6
