"TSectors","Intensity"
"Business",0
"Criminals",0
"Defense",0
"Dissident",156.5
"Education",0
"Elite",0
"Executive",0
"Executive Office",0
"General Population",151.8
"Government",609.7
"Human Rights IGOs",66
"Human Rights NGOs",10
"Insurgents",0
"Intelligence Ministry",0
"International Dissident",0
"International Radicals",0
"International Religious",17
"Labor",33
"Local",0
"Media",6
"Medical",16
"Military",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",41.5
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",26
"Shia",0
"Social",83.5
"Unidentified Forces",109
