"TSectors","Intensity"
"Army",35.5
"Business",0
"Center Left",26.7
"Christian",0
"Criminals",36.5
"Dissident",46.1
"Education",0
"Elections Ministry",0
"Entertainment",0
"Far Right",0
"Food Ministry",0
"General Population",90
"Government",96.2
"Government Major Party (In Government)",28.5
"Human Rights NGOs",0
"Insurgents",0
"International Religious",31.5
"Labor",0
"Lower House",0
"Medical",0
"Military",66.1
"Military Intelligence",0
"Muslim",33.5
"National Religious",0
"Parties",0
"Police",29.5
"Protestors",0
"Radicals",0
"Rebel",0
"Separatists",0
"Social",301.1
"State Owned Enterprises",33.5
"State-Owned Heavy Industrial",0
"Unidentified Forces",40.5
