"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",67.4
"Business",0
"Center Right",0
"Communist",0
"Criminals",3.6
"Dissident",0.4
"Education",0
"Elite",74.8
"Executive",17.4
"Executive Office",18.3
"General Population",42.4
"Government",18.4
"Government Major Party (In Government)",0
"Ideological",0
"Judicial",0
"Labor",0
"Legal",0
"Local",0
"Medical",0
"Military",28.4
"National",0
"National Religious",0
"Navy",0
"Nongovernmental Organizations",0
"Police",361
"Protestors",0
"Rebel",0
"Social",321.2
"Unidentified Forces",0
"Upper House",0
