"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",10
"Business",5
"Communist",0
"Criminals",40
"Dissident",10
"Education",0
"Environment Ministry",0
"General Population",39.8
"Government",16.7
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Labor",0
"Legislative",0
"Media",0
"Medical",0
"Military",4
"Municipal",0
"Nationalist",13
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",4
"Police",0
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Refugees",0
"Regional Diplomatic IGOs",0
"Social",111.6
"Transportation Business",0
"Unidentified Forces",0
"Women",0
