"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",10.5
"Berber-Kabyle",0
"Business",0
"Criminals",0
"Dissident",20.5
"Education",0
"Elite",0
"Ethnic NGOs",0
"Fundamentalist",0
"General Population",0
"Government",0
"Housing",0
"Human Rights IGOs",0
"Insurgents",0
"International Religious",0
"Judicial",10.5
"Labor",0
"Legal",0
"Legislative",0
"Local",0
"Media",10.5
"Medical",0
"Military",10.5
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",10.5
"Police",14.9
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",0
"Social",40.5
"Unidentified Forces",11.5
