"TSectors","Intensity"
"(National) Minor Party",15
"Agricultural",0
"Business",2
"Center Right",10
"Communist",2
"Criminals",7
"Dissident",10.3
"Education",0
"Elite",11
"Energy Ministry",0
"Entertainment",0
"Ethnic NGOs",0
"Exiles",0
"General Population",43
"Government",3.2
"Human Rights IGOs",0
"Ideological",5
"Insurgents",0
"Judicial",0
"Labor",0
"Legal",0
"Local",4.4
"Media",0
"Medical",0
"Military",0
"Municipal",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",52
"Protestors",0
"Provincial",0
"Rebel",0
"Social",16.5
"Transportation Business",0
"Unidentified Forces",0
