"TSectors","Intensity"
"Agricultural",0
"Business",46.1
"Catholic",0
"Criminals",129.1
"Dissident",0
"Education",26.5
"Entertainment",0
"Environment Ministry",0
"General Population",0
"Government",0
"Human Rights NGOs",0
"International Religious",0
"Justice",0
"Labor",26.1
"Legal",10.7
"Legislative",59.2
"Local",0
"Media",26.1
"Medical",26.1
"Military",31.1
"Municipal",0
"Muslim",30.1
"National Religious",37.9
"Nilotic",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",205.1
"Protestors",37.5
"Provincial",0
"Rebel",0
"Refugees",0
"Social",506.3
"Television Entertainment",0
"Unidentified Forces",35.1
"Upper House",0
