"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",0
"Communist",0
"Criminals",8.4
"Dissident",0
"Education",0
"Environment Ministry",0
"General Population",29.6
"Government",72.5
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Labor",0
"Legislative",2.4
"Media",0
"Medical",0
"Military",0.4
"Municipal",0
"Nationalist",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",0
"Protestors",39.4
"Provincial",0
"Radicals",0
"Rebel",0
"Refugees",0
"Regional Diplomatic IGOs",0
"Social",10.4
"Transportation Business",0
"Unidentified Forces",3.4
"Women",0
