"TSectors","Intensity"
"Agricultural",0
"Army",21.2
"Banned Parties",0
"Center Left",0
"Criminals",0
"Dissident",61
"Education",23
"Exiles",0
"Far Left",0
"Fundamentalist",0
"General Population",170.5
"Government",24.7
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"International Ethnic",37
"Kurd (Ethnic Group)",0
"Labor",0
"Labor NGOs",0
"Legal",0
"Media",22
"Military",24
"Military Intelligence",34
"National",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",19
"Police",33.8
"Protestors",0
"Radicals",0
"Radio News",0
"Rebel",0
"Social",6.8
"State-Owned Science",21.2
"Sunni",0
"Unidentified Forces",0
