"TSectors","Intensity"
"(National) Major Party",52.7
"Agricultural",6.4
"Business",125.5
"Criminals",344.1
"Dissident",63.4
"Education",42.6
"General Population",1130.6
"Government",410
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"Insurgents",0
"International Religious",68.6
"Kashmiri",0
"Labor",0
"Legislative",124.5
"Media",25.6
"Medical",0
"Military",109.6
"Muslim",138.2
"National Religious",36.6
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",74.8
"Opposition Major Party (Out Of Government)",200
"Parties",9.1
"Police",967.5
"Protestors",114.8
"Radicals",6.2
"Rebel",237.6
"Separatists",72.6
"Sikh",15.6
"Social",1586.5
"Unidentified Forces",291.8
