"TSectors","Intensity"
"(National) Major Party",11
"Agricultural",85
"Buddhist",0
"Business",16.5
"Criminals",0
"Dissident",92
"Education",17
"Elite",14.8
"Exiles",0
"General Population",133.1
"Government",20.9
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Religious",0
"Judicial",0
"Labor",0
"Legislative",0
"Media",0
"Medical",0
"Military",0
"Municipal",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",13
"Nongovernmental Organizations",18
"Opposition Major Party (Out Of Government)",0
"Parties",19
"Police",28
"Protestors",29
"Radicals",0
"Rebel",0
"Social",178.4
"Unidentified Forces",0
