"TSectors","Intensity"
"(National) Major Party",181.1
"Agricultural",0
"Business",0
"Criminals",114
"Dissident",491
"Education",29.1
"General Population",1320.9
"Government",732.7
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",34
"Ideological",2
"Insurgents",0
"International Religious",81
"Kashmiri",6
"Labor",49.2
"Legislative",136.3
"Media",0
"Medical",10
"Military",36.9
"Muslim",4
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",36
"Opposition Major Party (Out Of Government)",0
"Parties",48.3
"Police",0
"Protestors",69.4
"Radicals",71.2
"Rebel",0
"Separatists",0
"Sikh",10
"Social",1618.2
"Unidentified Forces",85.5
