"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",0
"Criminals",121
"Defense",0
"Dissident",176
"Education",0
"Far Left",157
"Far Right",0
"General Population",226
"Government",91.8
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"Insurgents",0
"International Ethnic",0
"Labor",0
"Legislative",70.6
"Local",72
"Marines",0
"Media",111.4
"Medical",0
"Military",49
"Municipal",0
"National Ethnic Minority",146
"National Religious",107
"Nongovernmental Organizations",0
"Parties",137
"Police",107.6
"Protestors",93
"Provincial",0
"Rebel",84.6
"Social",167.5
"South American Indigenous",0
"Unidentified Forces",118
