"TSectors","Intensity"
"(National) Major Party",9.5
"Agricultural",0
"Business",0
"Center Right",0
"Communist",0
"Criminals",0
"Dissident",17
"Education",0
"Elite",0
"Executive",23
"Executive Office",0
"General Population",0
"Government",0
"Government Major Party (In Government)",0
"Ideological",0
"Judicial",0
"Labor",0
"Legal",0
"Local",0
"Medical",15
"Military",36
"National",0
"National Religious",0
"Navy",0
"Nongovernmental Organizations",0
"Police",26
"Protestors",0
"Rebel",0
"Social",11
"Unidentified Forces",15
"Upper House",0
